fy,dept,department_title,char_,character_title,sub_obj,sub_obj_title,doc_ref_no_prefix,doc_ref_no_prefix_definition,total_transaction_amount
2017,15,15 OFFICE OF BH/MR SERVICES,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES 0250,PVXX,payment voucher,2692.56
2017,15,15 OFFICE OF BH/MR SERVICES,2,02 PURCHASE OF SERVICES,251,INFORMATION TECHNOLOGYPROF SERVICE 0251,PVMD,professional services,259114.05
2017,15,15 OFFICE OF BH/MR SERVICES,2,02 PURCHASE OF SERVICES,253,LEGAL SERVICES 0253,PVMD,professional services,42710
2017,15,15 OFFICE OF BH/MR SERVICES,2,02 PURCHASE OF SERVICES,255,DUES 0255,PVXX,payment voucher,32124.55
2017,15,15 OFFICE OF BH/MR SERVICES,2,02 PURCHASE OF SERVICES,256,SEMINAR AND TRAINING SESSIONS 0256,PVXX,payment voucher,1720
2017,15,15 OFFICE OF BH/MR SERVICES,2,02 PURCHASE OF SERVICES,256,SEMINAR AND TRAINING SESSIONS 0256,RPXX,reimbursable expense vouchers for City employees,2607.29
2017,15,15 OFFICE OF BH/MR SERVICES,2,02 PURCHASE OF SERVICES,260,REPAIR AND MAINTENANCE CHARGES 0260,PVXX,payment voucher,4071.87
2017,15,15 OFFICE OF BH/MR SERVICES,2,02 PURCHASE OF SERVICES,260,REPAIR AND MAINTENANCE CHARGES 0260,VCXX,procurement,8914.24
2017,15,15 OFFICE OF BH/MR SERVICES,2,02 PURCHASE OF SERVICES,284,GROUND AND BUILDING RENTAL 0284,PVMD,professional services,537163
2017,15,15 OFFICE OF BH/MR SERVICES,2,02 PURCHASE OF SERVICES,285,RENTS 0285,VCXX,procurement,7112.34
2017,15,15 OFFICE OF BH/MR SERVICES,3,03 MATERIALS AND SUPPLIES,304,BOOKS AND OTHER PUBLICATIONS 0304,PCXX,petty cash,224.9
2017,15,15 OFFICE OF BH/MR SERVICES,3,03 MATERIALS AND SUPPLIES,304,BOOKS AND OTHER PUBLICATIONS 0304,PVXX,payment voucher,374.31
2017,15,15 OFFICE OF BH/MR SERVICES,3,03 MATERIALS AND SUPPLIES,304,BOOKS AND OTHER PUBLICATIONS 0304,VCXX,procurement,5101.35
2017,15,15 OFFICE OF BH/MR SERVICES,3,03 MATERIALS AND SUPPLIES,310,ELECTRICAL AND COMMUNICATION 0310,VCXX,procurement,226.5
2017,15,15 OFFICE OF BH/MR SERVICES,3,03 MATERIALS AND SUPPLIES,316,GENERAL HARDWARE AND MINOR TOOLS 0316,VCXX,procurement,112.75
2017,15,15 OFFICE OF BH/MR SERVICES,3,03 MATERIALS AND SUPPLIES,318,JANITORIAL LAUNDRY AND HOUSEHOLD 0318,VCXX,procurement,985.6
2017,15,15 OFFICE OF BH/MR SERVICES,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES 0320,PVXX,payment voucher,1441.81
2017,15,15 OFFICE OF BH/MR SERVICES,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES 0320,RPXX,reimbursable expense vouchers for City employees,5
2017,15,15 OFFICE OF BH/MR SERVICES,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES 0320,VCXX,procurement,17000.74
2017,15,15 OFFICE OF BH/MR SERVICES,3,03 MATERIALS AND SUPPLIES,324,PRECISION PHOTOGRAPHIC AND ARTISTS 0324,PVXX,payment voucher,70
2017,15,15 OFFICE OF BH/MR SERVICES,3,03 MATERIALS AND SUPPLIES,324,PRECISION PHOTOGRAPHIC AND ARTISTS 0324,VCXX,procurement,13637.68
2017,15,15 OFFICE OF BH/MR SERVICES,3,03 MATERIALS AND SUPPLIES,345,GASOLINE 0345,PCXX,petty cash,10
2017,15,15 OFFICE OF BH/MR SERVICES,4,04 EQUIPMENT,420,OFFICE EQUIPMENT 0420,VCXX,procurement,16914
2017,15,15 OFFICE OF BH/MR SERVICES,4,04 EQUIPMENT,428,VEHICLES  MOTOR AND MOTORLESS 0428,VCXX,procurement,49381.5
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,200,PURCHASE OF SERVICES CONTROL 0200,VCXX,procurement,2850
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,201,CLEANING AND LAUNDERING 0201,PVXX,payment voucher,4406
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,201,CLEANING AND LAUNDERING 0201,VCXX,procurement,20403
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,202,JANITORIAL SERVICES 0202,PVXX,payment voucher,3626
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,202,JANITORIAL SERVICES 0202,VCXX,procurement,28513
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,205,REFUSE/GARBAGE/SILT/SLUDGE REMOVAL 0205,PVXX,payment voucher,302.6
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,205,REFUSE/GARBAGE/SILT/SLUDGE REMOVAL 0205,VCXX,procurement,9667.64
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,209,TELEPHONE 0209,VCXX,procurement,8673.98
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION 0211,PCXX,petty cash,631.24
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION 0211,PVTR,American Express travel vouchers,5069.25
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION 0211,RPXX,reimbursable expense vouchers for City employees,38570.56
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,215,LICENSES PERMITS INSPECTION CHARGES 0215,PVXX,payment voucher,490
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,216,COMMERCIAL OFFSHELF COMP SOFTWARE 0216,VCXX,procurement,10000
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,230,MEALSNONTRAVEL & OFFICL ENTERTAIN 0230,PCXX,petty cash,128.7
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,230,MEALSNONTRAVEL & OFFICL ENTERTAIN 0230,VCXX,procurement,7788
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,240,ADVERTISING/PROMOTIONAL ACTIVITIES 0240,PVXX,payment voucher,113901.02
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES 0250,PVMD,professional services,5192196.93
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES 0250,PVXX,payment voucher,2399890.59
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES 0250,VCXX,procurement,3404804.75
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,251,INFORMATION TECHNOLOGYPROF SERVICE 0251,PVMD,professional services,1746
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,255,DUES 0255,PCXX,petty cash,282.72
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,255,DUES 0255,PVXX,payment voucher,14559
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,256,SEMINAR AND TRAINING SESSIONS 0256,PCXX,petty cash,137.73
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,256,SEMINAR AND TRAINING SESSIONS 0256,PVXX,payment voucher,11906.17
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,256,SEMINAR AND TRAINING SESSIONS 0256,RPXX,reimbursable expense vouchers for City employees,2606.71
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,260,REPAIR AND MAINTENANCE CHARGES 0260,PVXX,payment voucher,22210.14
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,260,REPAIR AND MAINTENANCE CHARGES 0260,VCXX,procurement,1206095.73
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,266,MAINT/SUPPORTCOMPUTR HARDWARE/SOFT 0266,VCXX,procurement,1500.39
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,280,INSURANCE AND OFFICIAL BONDS 0280,PVXX,payment voucher,23423.79
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,280,INSURANCE AND OFFICIAL BONDS 0280,VCXX,procurement,663.99
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,285,RENTS 0285,PVXX,payment voucher,165013.61
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,285,RENTS 0285,VCXX,procurement,355216.53
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,295,PURCHASE SERVICESIMPREST ADVANCES 0295,VCXX,procurement,942.27
2017,16,16 RECREATION,2,02 PURCHASE OF SERVICES,299,OTHER EXPENSES NOT OTHRWSE CLSSFD 0299,PCXX,petty cash,57.42
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,300,MATERIALS & SUPPLIES CONTROL 0300,PCXX,petty cash,482
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,300,MATERIALS & SUPPLIES CONTROL 0300,PVXX,payment voucher,420
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,300,MATERIALS & SUPPLIES CONTROL 0300,VCXX,procurement,33373.04
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,301,AGRICULTURAL AND BOTANICAL 0301,PCXX,petty cash,231.38
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,301,AGRICULTURAL AND BOTANICAL 0301,PVXX,payment voucher,916
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,301,AGRICULTURAL AND BOTANICAL 0301,VCXX,procurement,124491.78
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,302,ANIMAL LIVESTOCK AND MARINE LIFE 0302,PCXX,petty cash,500
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,304,BOOKS AND OTHER PUBLICATIONS 0304,PVXX,payment voucher,754
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,304,BOOKS AND OTHER PUBLICATIONS 0304,VCXX,procurement,2490
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,305,BUILDING AND CONSTRUCTION 0305,PVXX,payment voucher,460.28
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,305,BUILDING AND CONSTRUCTION 0305,VCXX,procurement,338961.96
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,307,CHEMICALS AND GASES 0307,VCXX,procurement,245180.24
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,308,DRY GOODS/NOTIONS/WEARING APPAREL 0308,PCXX,petty cash,845.02
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,308,DRY GOODS/NOTIONS/WEARING APPAREL 0308,VCXX,procurement,50463.68
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,309,CORDAGE AND FIBERS 0309,PCXX,petty cash,462.11
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,310,ELECTRICAL AND COMMUNICATION 0310,PCXX,petty cash,175
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,310,ELECTRICAL AND COMMUNICATION 0310,PVXX,payment voucher,7266.35
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,310,ELECTRICAL AND COMMUNICATION 0310,VCXX,procurement,238880.08
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,312,FIRE FIGHTING AND SAFETY 0312,VCXX,procurement,23139.34
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,313,FOOD 0313,PCXX,petty cash,41.83
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,313,FOOD 0313,VCXX,procurement,5001604.18
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,314,FUEL  HEATING AND LIGHTING 0314,VCXX,procurement,90514.03
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,316,GENERAL HARDWARE AND MINOR TOOLS 0316,PCXX,petty cash,651.5
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,316,GENERAL HARDWARE AND MINOR TOOLS 0316,VCXX,procurement,96030.19
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,317,HOSPITAL AND LABORATORY 0317,VCXX,procurement,1336.04
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,318,JANITORIAL LAUNDRY AND HOUSEHOLD 0318,PVXX,payment voucher,497.5
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,318,JANITORIAL LAUNDRY AND HOUSEHOLD 0318,VCXX,procurement,380457.96
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES 0320,PCXX,petty cash,1187.28
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES 0320,VCXX,procurement,69618.38
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,321,PARKING METER AND WATER METER 0321,VCXX,procurement,19484.49
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,322,SMALL POWER TOOLS AND HAND TOOLS 0322,PCXX,petty cash,785.48
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,322,SMALL POWER TOOLS AND HAND TOOLS 0322,VCXX,procurement,34732.68
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,323,PLUMBING/AIR CONDITIONING/SPACE HTG 0323,PCXX,petty cash,152.8
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,323,PLUMBING/AIR CONDITIONING/SPACE HTG 0323,PVXX,payment voucher,2657.73
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,323,PLUMBING/AIR CONDITIONING/SPACE HTG 0323,VCXX,procurement,158126.67
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,324,PRECISION PHOTOGRAPHIC AND ARTISTS 0324,VCXX,procurement,24023.59
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,325,PRINTING 0325,PCXX,petty cash,1102.49
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,325,PRINTING 0325,VCXX,procurement,6605
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,326,RECREATIONAL AND EDUCATIONAL 0326,PCXX,petty cash,436.37
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,326,RECREATIONAL AND EDUCATIONAL 0326,VCXX,procurement,120128.98
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,328,MOTOR VEHICLE PARTS AND ACCESSORIES 0328,VCXX,procurement,11704.31
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,335,LUBRICANTS 0335,VCXX,procurement,1805.8
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,342,LIQUID PROPANE GAS LPG 0342,VCXX,procurement,3038.69
2017,16,16 RECREATION,3,03 MATERIALS AND SUPPLIES,399,OTHER MATERIALS AND SUPPLIES NOC 0399,PCXX,petty cash,222.47
2017,16,16 RECREATION,4,04 EQUIPMENT,401,AGRICULTURAL AND BOTANICAL 0401,VCXX,procurement,55117.82
2017,16,16 RECREATION,4,04 EQUIPMENT,403,BAKESHOP DINING ROOM AND KITCHEN 0403,VCXX,procurement,119.7
2017,16,16 RECREATION,4,04 EQUIPMENT,405,CONSTRUCTION DREDGING CONVEYING 0405,VCXX,procurement,556.45
2017,16,16 RECREATION,4,04 EQUIPMENT,410,ELECTRICAL LIGHTING COMMUNICATION 0410,VCXX,procurement,13500
2017,16,16 RECREATION,4,04 EQUIPMENT,411,GENERAL EQUIPMENT AND MACHINERY 0411,VCXX,procurement,162916.85
2017,16,16 RECREATION,4,04 EQUIPMENT,412,FIRE FIGHTING AND EMERGENCY 0412,VCXX,procurement,981.84
2017,16,16 RECREATION,4,04 EQUIPMENT,417,HOSPITAL AND LABORATORY 0417,VCXX,procurement,14535
2017,16,16 RECREATION,4,04 EQUIPMENT,418,JANITORIAL AND LAUNDRY 0418,VCXX,procurement,2953.6
2017,16,16 RECREATION,4,04 EQUIPMENT,420,OFFICE EQUIPMENT 0420,VCXX,procurement,12504
2017,16,16 RECREATION,4,04 EQUIPMENT,423,PLUMBING/AIR CONDITIONING/SPACE HTG 0423,VCXX,procurement,52223.26
2017,16,16 RECREATION,4,04 EQUIPMENT,424,PRECISION PHOTOGRAPHIC AND ARTIST 0424,VCXX,procurement,1127.73
2017,16,16 RECREATION,4,04 EQUIPMENT,426,RECREATIONAL AND EDUCATIONAL 0426,VCXX,procurement,25030.2
2017,16,16 RECREATION,4,04 EQUIPMENT,427,COMPUTER EQUIPMENT & PERIPHERALS 0427,VCXX,procurement,21840.2
2017,16,16 RECREATION,4,04 EQUIPMENT,428,VEHICLES  MOTOR AND MOTORLESS 0428,VCXX,procurement,101724.18
2017,16,16 RECREATION,4,04 EQUIPMENT,430,FURNITURE AND FURNISHINGS 0430,VCXX,procurement,48718.05
2017,16,16 RECREATION,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",505,CONTRIBUTIONSED & NONPROF REC ORG 0505,PVMD,professional services,186500
2017,16,16 RECREATION,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",505,CONTRIBUTIONSED & NONPROF REC ORG 0505,PVXX,payment voucher,2341000
2017,16,16 RECREATION,6,06 REAL PROPERTY,0601P,PROF SRVACQUISITION 0601P,PVMD,professional services,2913.3
2017,16,16 RECREATION,6,06 REAL PROPERTY,0602P,PROF SRVSITE DRAINAGE & PREP 0602P,PVMD,professional services,12952.5
2017,16,16 RECREATION,6,06 REAL PROPERTY,0603P,PROF SRV  LANDSCAPING 0603P,PVMD,professional services,62627.4
2017,16,16 RECREATION,6,06 REAL PROPERTY,0606P,PROF SRVTREE REMOVAL / PLANTING 0606P,PVMD,professional services,37561.25
2017,16,16 RECREATION,6,06 REAL PROPERTY,0610P,PROF SRVINTERIOR GEN'L CONSTRCT 0610P,PVMD,professional services,95006.52
2017,16,16 RECREATION,6,06 REAL PROPERTY,0611P,PROF SRVROOF RECONSTRUCTION/MTL 0611P,PVMD,professional services,25948.82
2017,16,16 RECREATION,6,06 REAL PROPERTY,0612P,PROF SRV  HVAC 0612P,PVMD,professional services,53244.48
2017,16,16 RECREATION,6,06 REAL PROPERTY,0617P,PROF SRVELECT CONTROL EQUIP/WIRING0617P,PVMD,professional services,4942.84
2017,16,16 RECREATION,6,06 REAL PROPERTY,0630P,PROF SRVEXTERIOR GEN'L CONSTRUCT 0630P,PVMD,professional services,395344.71
2017,16,16 RECREATION,6,06 REAL PROPERTY,0631P,PROF SRVCONCRETE/MASONRY IMPS 0631P,PVMD,professional services,18996.39
2017,16,16 RECREATION,6,06 REAL PROPERTY,0639P,PROF SRVOTHER STRUCTURES NOT BLDG 0639P,PVMD,professional services,13450.5
2017,16,16 RECREATION,6,06 REAL PROPERTY,0640P,PROF SRVPLAYGROUND IMPS/EQUIP 0640P,PVMD,professional services,115306.15
2017,16,16 RECREATION,6,06 REAL PROPERTY,0641P,PROF SRVSWIMMING POOLS 0641P,PVMD,professional services,150428.94
2017,16,16 RECREATION,6,06 REAL PROPERTY,0643P,PROF SRVRECREATION PLAYFIELD IMPS 0643P,PVMD,professional services,83616.5
2017,16,16 RECREATION,6,06 REAL PROPERTY,0646P,PROF SRVSPRAYGROUNDS 0646P,PVMD,professional services,105557.88
2017,16,16 RECREATION,6,06 REAL PROPERTY,0660P,PROF SRVASBESTOS REMOVAL 0660P,PVMD,professional services,15172.5
2017,16,16 RECREATION,6,06 REAL PROPERTY,0671P,PROF SRVSTREES & SIDEWALKS 0671P,PVMD,professional services,957.88
2017,16,16 RECREATION,6,06 REAL PROPERTY,0678P,PROF SRVRECREATIONAL PATHWAYS 0678P,PVMD,professional services,118705.83
2017,16,16 RECREATION,6,06 REAL PROPERTY,0699P,PROF SVCMISCELLANEOUS 0699P,PVMD,professional services,2520.1
2017,16,16 RECREATION,6,06 REAL PROPERTY,601,LAND & EASEMENT ACQUISITION 0601,PVXX,payment voucher,272865.67
2017,16,16 RECREATION,6,06 REAL PROPERTY,602,SITE DRAINAGE & PREPARATION IMPROVE 0602,VCXX,procurement,1331449.06
2017,16,16 RECREATION,6,06 REAL PROPERTY,603,LANDSCAPING 0603,VCXX,procurement,322829.59
2017,16,16 RECREATION,6,06 REAL PROPERTY,604,SEWERS 0604,VCXX,procurement,427081.18
2017,16,16 RECREATION,6,06 REAL PROPERTY,606,TREE REMOVAL WITH/WITHOUT PLANTING 0606,PVXX,payment voucher,20710
2017,16,16 RECREATION,6,06 REAL PROPERTY,606,TREE REMOVAL WITH/WITHOUT PLANTING 0606,VCXX,procurement,84388.5
2017,16,16 RECREATION,6,06 REAL PROPERTY,609,SITE CONSERVATION/MOWING/TRASH/FENC 0609,PVMD,professional services,9095.34
2017,16,16 RECREATION,6,06 REAL PROPERTY,609,SITE CONSERVATION/MOWING/TRASH/FENC 0609,VCXX,procurement,888727.25
2017,16,16 RECREATION,6,06 REAL PROPERTY,610,INTERIORGEN BUILDING CONSTRUCTION 0610,PVMD,professional services,816000
2017,16,16 RECREATION,6,06 REAL PROPERTY,610,INTERIORGEN BUILDING CONSTRUCTION 0610,PVXX,payment voucher,872614.15
2017,16,16 RECREATION,6,06 REAL PROPERTY,610,INTERIORGEN BUILDING CONSTRUCTION 0610,VCXX,procurement,1391231.36
2017,16,16 RECREATION,6,06 REAL PROPERTY,611,ROOFING RECONSTRUCTION & MATERIALS 0611,VCXX,procurement,549931.64
2017,16,16 RECREATION,6,06 REAL PROPERTY,612,HVAC 0612,VCXX,procurement,706759.75
2017,16,16 RECREATION,6,06 REAL PROPERTY,613,BOILER REPLACEMENT 0613,VCXX,procurement,136817
2017,16,16 RECREATION,6,06 REAL PROPERTY,614,PLUMBING 0614,VCXX,procurement,441067.77
2017,16,16 RECREATION,6,06 REAL PROPERTY,615,BATHROOM & LOCKERROOM IMPROVEMENTS 0615,VCXX,procurement,13595.68
2017,16,16 RECREATION,6,06 REAL PROPERTY,617,ELECTRICAL CONTROL EQUIPMENT/WIRING 0617,VCXX,procurement,1022421.63
2017,16,16 RECREATION,6,06 REAL PROPERTY,622,WINDOW/DOOR REPLACEMENT 0622,VCXX,procurement,46969.69
2017,16,16 RECREATION,6,06 REAL PROPERTY,630,EXTERIORGEN BUILDING CONSTRUCTION 0630,PVXX,payment voucher,2050000
2017,16,16 RECREATION,6,06 REAL PROPERTY,630,EXTERIORGEN BUILDING CONSTRUCTION 0630,VCXX,procurement,1970880.01
2017,16,16 RECREATION,6,06 REAL PROPERTY,631,CONCRETE OR MASONRY IMPROVEMENTS 0631,PVMD,professional services,8084.39
2017,16,16 RECREATION,6,06 REAL PROPERTY,631,CONCRETE OR MASONRY IMPROVEMENTS 0631,VCXX,procurement,64160.69
2017,16,16 RECREATION,6,06 REAL PROPERTY,635,STATIONARY SEATING BENCHES BLEACHER 0635,VCXX,procurement,2498
2017,16,16 RECREATION,6,06 REAL PROPERTY,637,WATER WAY IMPROVEMENTS 0637,VCXX,procurement,22182.78
2017,16,16 RECREATION,6,06 REAL PROPERTY,639,STRUCTURES OTHER THAN BUILDINGS 0639,VCXX,procurement,40000
2017,16,16 RECREATION,6,06 REAL PROPERTY,640,PLAYGROUND IMPROVEMENTS/EQUIPMENT 0640,PVMD,professional services,340820.86
2017,16,16 RECREATION,6,06 REAL PROPERTY,640,PLAYGROUND IMPROVEMENTS/EQUIPMENT 0640,PVXX,payment voucher,75000
2017,16,16 RECREATION,6,06 REAL PROPERTY,640,PLAYGROUND IMPROVEMENTS/EQUIPMENT 0640,VCXX,procurement,2661489.46
2017,16,16 RECREATION,6,06 REAL PROPERTY,642,RECREATIONAL FIELD LIGHTS 0642,VCXX,procurement,158244.77
2017,16,16 RECREATION,6,06 REAL PROPERTY,643,RECREATION PLAY FIELD IMPROVEMENTS 0643,VCXX,procurement,252220
2017,16,16 RECREATION,6,06 REAL PROPERTY,644,RECREATIONAL BASKETBALL COURT IMPS 0644,PVMD,professional services,81000
2017,16,16 RECREATION,6,06 REAL PROPERTY,644,RECREATIONAL BASKETBALL COURT IMPS 0644,VCXX,procurement,586759.97
2017,16,16 RECREATION,6,06 REAL PROPERTY,645,RECREATION TENNIS COURT IMPROVEM 0645,VCXX,procurement,133468.14
2017,16,16 RECREATION,6,06 REAL PROPERTY,652,PROFESSIONAL SRVCSARCH/ENGIN DESGN 0652,PVMD,professional services,11600
2017,16,16 RECREATION,6,06 REAL PROPERTY,654,PROFESSIONAL SERVICES  ARTWORK 0654,PVMD,professional services,540000
2017,16,16 RECREATION,6,06 REAL PROPERTY,660,ASBESTOS REMOVAL 0660,VCXX,procurement,84738.8
2017,16,16 RECREATION,6,06 REAL PROPERTY,661,EMERG FIRE SAFETY EQUIP SPRINKLERS 0661,VCXX,procurement,53817.5
2017,16,16 RECREATION,6,06 REAL PROPERTY,671,CURBS & SIDEWALKS 0671,VCXX,procurement,1420654.99
2017,16,16 RECREATION,6,06 REAL PROPERTY,678,RECREATIONAL PATHWAYS 0678,PVMD,professional services,3196840
2017,16,16 RECREATION,6,06 REAL PROPERTY,678,RECREATIONAL PATHWAYS 0678,VCXX,procurement,2863316.22
2017,17,17 FAIRMOUNT PARK COMMISSION,6,06 REAL PROPERTY,0630P,PROF SRVEXTERIOR GEN'L CONSTRUCT 0630P,PVMD,professional services,6298.2
2017,17,17 FAIRMOUNT PARK COMMISSION,6,06 REAL PROPERTY,610,INTERIORGEN BUILDING CONSTRUCTION 0610,PVMD,professional services,5500000
2017,17,17 FAIRMOUNT PARK COMMISSION,6,06 REAL PROPERTY,617,ELECTRICAL CONTROL EQUIPMENT/WIRING 0617,VCXX,procurement,17247.29
2017,17,17 FAIRMOUNT PARK COMMISSION,6,06 REAL PROPERTY,630,EXTERIORGEN BUILDING CONSTRUCTION 0630,VCXX,procurement,174206.3
2017,18,18 ATWATER KENT MUSEUM,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",517,CONTRIBUTIONSGOV & NONPROF NOT ED 0517,PVXX,payment voucher,50000
2017,20,20 PUBLIC PROPERTY,2,02 PURCHASE OF SERVICES,201,CLEANING AND LAUNDERING 0201,VCXX,procurement,140395.15
2017,20,20 PUBLIC PROPERTY,2,02 PURCHASE OF SERVICES,202,JANITORIAL SERVICES 0202,PCXX,petty cash,731.64
2017,20,20 PUBLIC PROPERTY,2,02 PURCHASE OF SERVICES,202,JANITORIAL SERVICES 0202,PVXX,payment voucher,927.51
2017,20,20 PUBLIC PROPERTY,2,02 PURCHASE OF SERVICES,202,JANITORIAL SERVICES 0202,VCXX,procurement,5591034.88
2017,20,20 PUBLIC PROPERTY,2,02 PURCHASE OF SERVICES,205,REFUSE/GARBAGE/SILT/SLUDGE REMOVAL 0205,VCXX,procurement,62.76
2017,20,20 PUBLIC PROPERTY,2,02 PURCHASE OF SERVICES,209,TELEPHONE 0209,VCXX,procurement,4439.77
2017,20,20 PUBLIC PROPERTY,2,02 PURCHASE OF SERVICES,210,POSTAGE 0210,PVXX,payment voucher,148.6
2017,20,20 PUBLIC PROPERTY,2,02 PURCHASE OF SERVICES,210,POSTAGE 0210,VCXX,procurement,2268.87
2017,20,20 PUBLIC PROPERTY,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION 0211,PCXX,petty cash,839.25
2017,20,20 PUBLIC PROPERTY,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION 0211,PVTR,American Express travel vouchers,433.99
2017,20,20 PUBLIC PROPERTY,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION 0211,RPXX,reimbursable expense vouchers for City employees,6700.26
2017,20,20 PUBLIC PROPERTY,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION 0211,VCXX,procurement,8354.73
